query,context,response,label
The Columbian Iron Works and Dry Dock Company is adjacent to what historical American coastal pentagonal bastion fort best known for its role in the War of 1812?,"The Columbian Iron Works and Dry Dock Company (1872–1899), was located in Baltimore, Maryland on the Locust Point peninsula, adjacent to Fort McHenry.Fort McHenry, in Baltimore, Maryland, is a historical American coastal pentagonal bastion fort best known for its role in the War of 1812, when it successfully defended Baltimore Harbor from an attack by the British navy from the Chesapeake Bay September 13–14, 1814.",Fort McHenry,1
The Columbian Iron Works and Dry Dock Company is adjacent to what historical American coastal pentagonal bastion fort best known for its role in the War of 1812?,"The Columbian Iron Works and Dry Dock Company (1872–1899), was located in Baltimore, Maryland on the Locust Point peninsula, adjacent to Fort McHenry.Fort McHenry, in Baltimore, Maryland, is a historical American coastal pentagonal bastion fort best known for its role in the War of 1812, when it successfully defended Baltimore Harbor from an attack by the British navy from the Chesapeake Bay September 13–14, 1814.",The Columbian Iron Works and Dry Dock Company is adjacent to the Civil War Museum site.,0
Which movie staring Isabel Lucas also starred Ethan Hawke as a hematologist?," She is best known for her roles in ""Home and Away"" (2003–2006), """" (2009), ""Daybreakers"" (2009), ""The Pacific"" (2010), ""Immortals"" (2011), and ""Red Dawn"" (2012). Lead vampire hematologist Edward Dalton's (Ethan Hawke) work is interrupted by human survivors led by former vampire ""Elvis"" (Willem Dafoe), who has a cure that can save the human species.",Daybreakers,1
Which movie staring Isabel Lucas also starred Ethan Hawke as a hematologist?," She is best known for her roles in ""Home and Away"" (2003–2006), """" (2009), ""Daybreakers"" (2009), ""The Pacific"" (2010), ""Immortals"" (2011), and ""Red Dawn"" (2012). Lead vampire hematologist Edward Dalton's (Ethan Hawke) work is interrupted by human survivors led by former vampire ""Elvis"" (Willem Dafoe), who has a cure that can save the human species.",Red Dawn.,0
Only God Can Judge Me is a mixtape that included an appearance by which rapper who debuted in 1996?," The mixtape features exclusive tracks and freestyles from Young Buck with appearances by All Star Cashville Prince, 8Ball & MJG, Lupe Fiasco, Yo Gotti, and more.Mario Mims (born May 19, 1981), better known by his stage name Yo Gotti, is an American rapper. In 1996, Gotti released his debut album ""Youngsta's On a Come Up"" under the alias Lil Yo.",Yo Gotti,1
Only God Can Judge Me is a mixtape that included an appearance by which rapper who debuted in 1996?," The mixtape features exclusive tracks and freestyles from Young Buck with appearances by All Star Cashville Prince, 8Ball & MJG, Lupe Fiasco, Yo Gotti, and more.Mario Mims (born May 19, 1981), better known by his stage name Yo Gotti, is an American rapper. In 1996, Gotti released his debut album ""Youngsta's On a Come Up"" under the alias Lil Yo.","Only God Can Judge Me is a mixtape that included an appearance by Lil Yo, Yo Gotti's former stage name.",0
The 2000 French crime thriller film starred what writer and director besides Coralie Trinh Thi?,"Coralie Trinh Thi (born April 11, 1976) is a former pornographic actress and French author, also known for writing and directing with Virginie Despentes the film ""Baise-moi"" (2000).Baise-moi (""Fuck me "") is a 2000 French crime thriller film with elements of a rape and revenge film written and directed by Virginie Despentes and Coralie Trinh Thi and starring Karen Lancaume and Raffaëla Anderson.",Virginie Despentes,1
The 2000 French crime thriller film starred what writer and director besides Coralie Trinh Thi?,"Coralie Trinh Thi (born April 11, 1976) is a former pornographic actress and French author, also known for writing and directing with Virginie Despentes the film ""Baise-moi"" (2000).Baise-moi (""Fuck me "") is a 2000 French crime thriller film with elements of a rape and revenge film written and directed by Virginie Despentes and Coralie Trinh Thi and starring Karen Lancaume and Raffaëla Anderson.",The 2000 French crime thriller film starred former pornographic actress Karen Lancaume and Raffaëla Anderson besides Coralie Trinh Thi.,0
"Who is the coach of the Karachi kings, owned by Salman Iqbal?","The team is currently captained by Kumar Sangakkara and coached by Mickey Arthur a former South African cricketer. It is owned by Salman Iqbal, the CEO of ARY Group.Salman Iqbal (Urdu: ‎ ) is a Pakistani media mogul.",coached by Mickey Arthur,1
"Who is the coach of the Karachi kings, owned by Salman Iqbal?","The team is currently captained by Kumar Sangakkara and coached by Mickey Arthur a former South African cricketer. It is owned by Salman Iqbal, the CEO of ARY Group.Salman Iqbal (Urdu: ‎ ) is a Pakistani media mogul.",The Karachi Kings' coach is currently Muhammad Salahuddin.,0
What is the nickname of the person who gave Roger Ruzek a nickname?," He was given the classic nickname ""Who Framed Roger Ruzek"" (after Who Framed Roger Rabbit ) by Chris Berman.Christopher James Berman (born May 10, 1955), nicknamed Boomer, is an American sportscaster.",Boomer,1
What is the nickname of the person who gave Roger Ruzek a nickname?," He was given the classic nickname ""Who Framed Roger Ruzek"" (after Who Framed Roger Rabbit ) by Chris Berman.Christopher James Berman (born May 10, 1955), nicknamed Boomer, is an American sportscaster.",Berman Boomerized Roger Ruzek.,0
"Between SL Green Realty and General Motors, which one operates more widely and broadly?","SL Green Realty Corp. is a real estate investment trust that primarily invests in office buildings and shopping centers in New York City.General Motors Company, commonly known as GM, is an American multinational corporation headquartered in Detroit, Michigan, that designs, manufactures, markets, and distributes vehicles and vehicle parts, and sells financial services. With global headquarters at the Renaissance Center in Detroit, Michigan, United States, GM manufactures cars and trucks in 35 countries.",General Motors,1
"Between SL Green Realty and General Motors, which one operates more widely and broadly?","SL Green Realty Corp. is a real estate investment trust that primarily invests in office buildings and shopping centers in New York City.General Motors Company, commonly known as GM, is an American multinational corporation headquartered in Detroit, Michigan, that designs, manufactures, markets, and distributes vehicles and vehicle parts, and sells financial services. With global headquarters at the Renaissance Center in Detroit, Michigan, United States, GM manufactures cars and trucks in 35 countries.",SL Green Realty operates more widely and broadly.,0
The racer who finished second in the 1964 French Grand Prix was this nationality?,"The 1964 French Grand Prix (formally the L Grand Prix de l'A.C.F.) was a Formula One motor race held on June 28, 1964, at the Rouen-Les-Essarts circuit, Rouen, France. Graham Hill, who started the Grand Prix from sixth position, finished second in a BRM car, with Jack Brabham third in the other Brabham.Norman Graham Hill {'1': "", '2': "", '3': "", '4': ""} (15 February 1929 – 29 November 1975) was a British racing driver and team owner from England, who was twice Formula One World Champion.",British,1
The racer who finished second in the 1964 French Grand Prix was this nationality?,"The 1964 French Grand Prix (formally the L Grand Prix de l'A.C.F.) was a Formula One motor race held on June 28, 1964, at the Rouen-Les-Essarts circuit, Rouen, France. Graham Hill, who started the Grand Prix from sixth position, finished second in a BRM car, with Jack Brabham third in the other Brabham.Norman Graham Hill {'1': "", '2': "", '3': "", '4': ""} (15 February 1929 – 29 November 1975) was a British racing driver and team owner from England, who was twice Formula One World Champion.",The racer who finished second in the 1964 French Grand Prix was Scottish.,0
What country is St. Olaf College in?,Ben Houge ( ; born 1974) is an internationally active American composer and audio designer. The college is named after the King and the Patron Saint Olaf II of Norway and is affiliated with the Evangelical Lutheran Church in America.,America,1
What country is St. Olaf College in?,Ben Houge ( ; born 1974) is an internationally active American composer and audio designer. The college is named after the King and the Patron Saint Olaf II of Norway and is affiliated with the Evangelical Lutheran Church in America.,St. Olaf College is in Norway.,0
"John Michael Green, is an American author, vlogger, writer, producer, actor and editor, and won the 2006 Printz Award for his debut novel, titled what?"," He won the 2006 Printz Award for his debut novel, ""Looking for Alaska"", and his sixth novel, ""The Fault in Our Stars"", debuted at number one on ""The New York Times"" Best Seller list in January 2012.Looking for Alaska is John Green's first novel, published in March 2005 by Dutton Juvenile.",Looking for Alaska,1
